Route,Airline,FlightNum,Aircraft,Date,Time,Latitude,Longitude,Course,Kts,mph,feet,Rate,Reporting Facility
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:43:39 PM,35.8569,28.6334,↖ 321°,429,494,"38,000", ,FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:44:09 PM,35.903,28.5877,↖ 321°,428,493,"38,000", ,FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:44:39 PM,35.9494,28.5416,↖ 321°,428,493,"38,000", ,FlightAware ADS-B (PFO / LCPH)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:45:09 PM,35.9961,28.4953,↖ 321°,429,494,"38,000",-25,FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:45:40 PM,36.0422,28.4492,↖ 321°,430,495,"37,975",-25,FlightAware ADS-B (PFO / LCPH)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:46:10 PM,36.0885,28.4031,↖ 321°,432,497,"37,975",25,FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:46:40 PM,36.1366,28.3551,↖ 321°,432,497,"38,000",25,FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:47:10 PM,36.1837,28.3081,↖ 321°,432,497,"38,000", ,FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:47:40 PM,36.2307,28.261,↖ 321°,434,499,"38,000",25,FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:48:11 PM,36.2764,28.2152,↖ 321°,434,499,"38,025",-143,FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:48:43 PM,36.3284,28.1633,↖ 321°,437,503,"37,850",-629,FlightAware ADS-B (HER / LGIR)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:49:13 PM,36.3757,28.1162,↖ 323°,441,507,"37,375",-962,FlightAware ADS-B (HER / LGIR)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:49:36 PM,36.4127,28.0832,↖ 323°,443,510,"37,000",-991,FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:50:06 PM,36.46,28.0358,↖ 322°,450,518,"36,500","-1,000",FlightAware ADS-B (GZP / LTFG)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:50:36 PM,36.5111,27.9929,↖ 329°,452,520,"36,000",-975,FlightAware ADS-B (DLM / LTBS)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:51:06 PM,36.5676,27.9572,↖ 336°,445,512,"35,525",-925,FlightAware ADS-B (DLM / LTBS)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:51:36 PM,36.6255,27.9276,↖ 337°,438,504,"35,075",-975,FlightAware ADS-B (HER / LGIR)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:52:06 PM,36.6821,27.8977,↖ 337°,442,509,"34,550","-1,675",FlightAware ADS-B (HER / LGIR)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:52:36 PM,36.7389,27.8676,↖ 337°,444,511,"33,400","-2,475",FlightAware ADS-B (PFO / LCPH)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:53:06 PM,36.7946,27.8377,↖ 337°,444,511,"32,075","-2,750",FlightAware ADS-B (LTFA)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:53:36 PM,36.8531,27.8062,↖ 337°,448,516,"30,650","-2,750",FlightAware ADS-B (KGS / LGKO)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:54:06 PM,36.9097,27.7758,↖ 337°,441,507,"29,325","-2,600",FlightAware ADS-B (LTFA)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:54:36 PM,36.9644,27.7465,↖ 337°,430,495,"28,050","-2,525",FlightAware ADS-B (HER / LGIR)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:55:06 PM,37.0174,27.7179,↖ 337°,418,481,"26,800","-2,459",FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:55:37 PM,37.071,27.6889,↖ 337°,410,472,"25,550","-2,469",FlightAware ADS-B (JKH / LGHI)
